author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
Mohamed Mellal and Michael Pecht,https://www.elsevier.com/books/nature-inspired-computing-paradigms-in-systems/mellal/978-0-12-823749-6,https://cdn.elsevier.io/verona/includes/images/no_cover_large.gif,Nature-Inspired Computing Paradigms in Systems,€110.24,https://www.elsevier.com/,2021-01-15,elsevier,25006802
Thomas Rice,https://www.elsevier.com/books/health-insurance-systems/rice/978-0-12-816072-5,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128160725.jpg,Health Insurance Systems,€115.54,https://www.elsevier.com/,2021-01-15,elsevier,33170559
Paul Timm,https://www.elsevier.com/books/school-security/timm/978-0-323-85266-1,https://cdn.elsevier.io/verona/includes/images/no_cover_large.gif,School Security,€56.13,https://www.elsevier.com/,2021-01-15,elsevier,9543354
Sonia Massari,https://www.elsevier.com/books/transdisciplinary-case-studies-on-design-for-food-and-sustainability/massari/978-0-12-817821-8,https://cdn.elsevier.io/verona/includes/images/no_cover_large.gif,Transdisciplinary Case Studies on Design for Food and Sustainability,€212.00,https://www.elsevier.com/,2021-01-15,elsevier,58067498
Alberto Bisin and Giovanni Federico,https://www.elsevier.com/books/the-handbook-of-historical-economics/bisin/978-0-12-815874-6,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128158746.jpg,The Handbook of Historical Economics,€115.54,https://www.elsevier.com/,2021-01-15,elsevier,95188948
Florence Ott,https://www.elsevier.com/books/records-management-at-the-heart-of-business-processes/ott/978-1-78548-043-0,https://cdn.elsevier.io/verona/includes/images/no_cover_large.gif,Records Management at the Heart of Business Processes,€156.88,https://www.elsevier.com/,2021-01-15,elsevier,92565630
Zaheer-Ud-Din Babar,https://www.elsevier.com/books/pharmacy-practice-research-case-studies/babar/978-0-12-819378-5,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128193785.jpg,Pharmacy Practice Research Case Studies,€138.86,https://www.elsevier.com/,2021-01-15,elsevier,20162930
"Kui Chen, Jiangka Wang and Shengjun Jiao",https://www.elsevier.com/books/shield-construction-techniques-in-tunneling/chen/978-0-12-820127-5,https://cdn.elsevier.io/verona/includes/images/no_cover_large.gif,Shield Construction Techniques in Tunneling,€174.90,https://www.elsevier.com/,2021-01-15,elsevier,67302296
A. Luximon,https://www.elsevier.com/books/handbook-of-footwear-design-and-manufacture/luximon/978-0-12-821606-4,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128216064.jpg,Handbook of Footwear Design and Manufacture,€233.20,https://www.elsevier.com/,2021-01-15,elsevier,16749544
Francesco Curto,https://www.elsevier.com/books/valuing-and-investing-in-equities/curto/978-0-323-89924-6,https://cdn.elsevier.io/verona/includes/images/no_cover_large.gif,Valuing and Investing in Equities,Not available,https://www.elsevier.com/,2021-01-15,elsevier,31983957
"Dionysis Bochtis, Charisios Achillas and more",https://www.elsevier.com/books/bio-economy-and-agri-production/bochtis/978-0-12-819774-5,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128197745.jpg,Bio-economy and Agri-production,€185.50,https://www.elsevier.com/,2021-01-15,elsevier,25726671
David Plotkin,https://www.elsevier.com/books/data-stewardship/plotkin/978-0-12-822132-7,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128221327.jpg,Data Stewardship,€56.13,https://www.elsevier.com/,2021-01-15,elsevier,67558197
Adeboye Adejare,https://www.elsevier.com/books/remington/adejare/978-0-12-820007-0,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128200070.jpg,Remington,€185.50,https://www.elsevier.com/,2021-01-15,elsevier,21568298
David Borge-Diez and Enrique Rosales-Asensio,https://www.elsevier.com/books/energy-services-fundamentals-and-financing/borge-diez/978-0-12-820592-1,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128205921.jpg,Energy Services Fundamentals and Financing,€138.86,https://www.elsevier.com/,2021-01-15,elsevier,69244535
"I.M. Chethana Illankoon, Vivian Tam and Khoa Le",https://www.elsevier.com/books/life-cycle-cost-models-for-green-buildings/tam/978-0-12-820062-9,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128200629.jpg,Life-Cycle Cost Models for Green Buildings,€185.50,https://www.elsevier.com/,2021-01-15,elsevier,99220912
"Thomas Duening, Robert Hisrich and Michael Lechter",https://www.elsevier.com/books/technology-entrepreneurship/duening/978-0-12-822203-4,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128222034.jpg,Technology Entrepreneurship,€87.93,https://www.elsevier.com/,2021-01-15,elsevier,79820459
Amir Kassam and Laila Kassam,https://www.elsevier.com/books/rethinking-food-and-agriculture/kassam/978-0-12-816410-5,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128164105.jpg,Rethinking Food and Agriculture,€201.40,https://www.elsevier.com/,2021-01-15,elsevier,29410723
Jeremy Atkinson,https://www.elsevier.com/books/technology-change-and-the-academic-library/atkinson/978-0-12-822807-4,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128228074.jpg,"Technology, Change and the Academic Library",€74.15,https://www.elsevier.com/,2021-01-15,elsevier,12138179
Joe Ferrari,https://www.elsevier.com/books/electric-utility-resource-planning/ferrari/978-0-12-819873-5,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128198735.jpg,Electric Utility Resource Planning,€115.54,https://www.elsevier.com/,2021-01-15,elsevier,5650063
Roberta Capitello and Natalia Maehle,https://www.elsevier.com/books/case-studies-in-the-beer-sector/capitello/978-0-12-817734-1,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128177341.jpg,Case Studies in the Beer Sector,€185.50,https://www.elsevier.com/,2021-01-15,elsevier,95551736
Robert Kissell,https://www.elsevier.com/books/algorithmic-trading-methods/kissell/978-0-12-815630-8,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128156308.jpg,Algorithmic Trading Methods,€92.17,https://www.elsevier.com/,2021-01-15,elsevier,54173215
Inge Sebyan Black and Lawrence Fennelly,https://www.elsevier.com/books/investigations-and-the-art-of-the-interview/sebyan-black/978-0-12-822192-1,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128221921.jpg,Investigations and the Art of the Interview,€74.15,https://www.elsevier.com/,2021-01-15,elsevier,54435499
Susanne Doppler and Adrienne Steffen,https://www.elsevier.com/books/case-studies-on-food-experiences-in-marketing-retail-and-events/steffen/978-0-12-817792-1,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128177921.jpg,"Case Studies on Food Experiences in Marketing, Retail, and Events",€185.50,https://www.elsevier.com/,2021-01-15,elsevier,68009693
Francesco Curto,https://www.elsevier.com/books/valuing-and-investing-in-equities/curto/978-0-12-813848-9,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128138489.jpg,Valuing and Investing in Equities,€68.85,https://www.elsevier.com/,2021-01-15,elsevier,31983957
"Jane Bullock, George Haddow and Damon Coppola",https://www.elsevier.com/books/introduction-to-emergency-management/haddow/978-0-12-817139-4,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128171394.jpg,Introduction to Emergency Management,€97.47,https://www.elsevier.com/,2021-01-15,elsevier,22762589
Amr Mohamed,https://www.elsevier.com/books/energy-efficiency-of-medical-devices-and-healthcare-applications/han/978-0-12-819045-6,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128190456.jpg,Energy Efficiency of Medical Devices and Healthcare Applications,€111.30,https://www.elsevier.com/,2021-01-15,elsevier,9381630
Charles Sennewald and Curtis Baillie,https://www.elsevier.com/books/effective-security-management/sennewald/978-0-12-814794-8,https://secure-ecsd.elsevier.com/covers/80/Tango2/large/9780128147948.jpg,Effective Security Management,€83.69,https://www.elsevier.com/,2021-01-15,elsevier,93754992
Amanda Little,https://www.penguinrandomhouse.com/books/536426/the-fate-of-food-by-amanda-little/,https://images4.penguinrandomhouse.com/cover/9780804189040,The Fate of Food,$17.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,58964846
Christina Reynolds and Stephanie Schriock,https://www.penguinrandomhouse.com/books/634059/run-to-win-by-stephanie-schriock-president-of-emilys-list-with-christina-reynolds/,https://images4.penguinrandomhouse.com/cover/9781524746803,Run to Win,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,62803965
Judy Samuelson,https://www.penguinrandomhouse.com/books/646545/the-six-new-rules-of-business-by-judy-samuelson/,https://images4.penguinrandomhouse.com/cover/9781523089963,The Six New Rules of Business,$27.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,75702769
Shelley Brander,https://www.penguinrandomhouse.com/books/652064/move-the-needle-by-shelley-brander/,https://images1.penguinrandomhouse.com/cover/9781401960551,Move the Needle,$24.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,65831981
James Rickards,https://www.penguinrandomhouse.com/books/669009/the-new-great-depression-by-james-rickards/,https://images1.penguinrandomhouse.com/cover/9780593330272,The New Great Depression,$29.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,18496951
Tom Vanderbilt,https://www.penguinrandomhouse.com/books/551938/beginners-by-tom-vanderbilt/,https://images1.penguinrandomhouse.com/cover/9781524732165,Beginners,$29.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,5449556
Marissa King,https://www.penguinrandomhouse.com/books/586466/social-chemistry-by-marissa-king/,https://images4.penguinrandomhouse.com/cover/9781524743802,Social Chemistry,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,12557596
Eve Rodsky,https://www.penguinrandomhouse.com/books/605905/fair-play-by-eve-rodsky/,https://images1.penguinrandomhouse.com/cover/9780525541943,Fair Play,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,43464928
Rahm Emanuel,https://www.penguinrandomhouse.com/books/606159/the-nation-city-by-rahm-emanuel/,https://images4.penguinrandomhouse.com/cover/9780525566625,The Nation City,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,20149449
Elaine Biech,https://www.penguinrandomhouse.com/books/653630/skills-for-career-success-by-elaine-biech/,https://images1.penguinrandomhouse.com/cover/9781523091928,Skills for Career Success,$34.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,84624551
Greg McKeown,https://www.penguinrandomhouse.com/books/228364/essentialism-by-greg-mckeown/,https://images2.penguinrandomhouse.com/cover/9780804137409,Essentialism,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,10826974
John J. Murphy,https://www.penguinrandomhouse.com/books/350647/technical-analysis-of-the-financial-markets-by-john-j-murphy/,https://images3.penguinrandomhouse.com/cover/9780735200661,Technical Analysis of the Financial Markets,$110.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,48341573
Marie Forleo,https://www.penguinrandomhouse.com/books/567276/everything-is-figureoutable-by-marie-forleo/,https://images4.penguinrandomhouse.com/cover/9780525535010,Everything Is Figureoutable,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,90900562
Erin Lowry,https://www.penguinrandomhouse.com/books/580097/broke-millennial-talks-money-by-erin-lowry/,https://images3.penguinrandomhouse.com/cover/9780143133650,Broke Millennial Talks Money,$16.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,51014898
Anna Leinberger and Brian Tracy,https://www.penguinrandomhouse.com/books/647355/eat-that-frog-for-students-by-brian-tracy-with-anna-leinberger/,https://images2.penguinrandomhouse.com/cover/9781523091256,Eat That Frog! for Students,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,25039263
"Katharine Brooks, EdD and Richard N. Bolles",https://www.penguinrandomhouse.com/books/622649/what-color-is-your-parachute-2021-by-richard-n-bolles-with-katharine-brooks/,https://images1.penguinrandomhouse.com/cover/9781984857873,What Color Is Your Parachute? 2021,$19.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,61386656
Richard Lee,https://www.penguinrandomhouse.com/books/646133/work-that-counts-by-richard-lee-foreword-by-joseph-grenny/,https://images1.penguinrandomhouse.com/cover/9780593191460,Work That Counts,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,88544650
Robyn Metcalfe,https://www.penguinrandomhouse.com/books/647940/food-routes-by-robyn-metcalfe/,https://images4.penguinrandomhouse.com/cover/9780262539524,Food Routes,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,26145418
Andrew Leigh and Joshua Gans,https://www.penguinrandomhouse.com/books/648004/innovation--equality-by-joshua-gans-and-andrew-leigh-foreword-by-lawrence-h-summers/,https://images3.penguinrandomhouse.com/cover/9780262539562,Innovation + Equality,$19.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,22591677
Ngozi Okonjo-Iweala,https://www.penguinrandomhouse.com/books/648035/fighting-corruption-is-dangerous-by-ngozi-okonjo-iweala/,https://images1.penguinrandomhouse.com/cover/9780262539678,Fighting Corruption Is Dangerous,$19.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,84506322
William Lazier and Jim Collins,https://www.penguinrandomhouse.com/books/538708/be-20-beyond-entrepreneurship-20-by-jim-collins-and-bill-lazier/,https://images3.penguinrandomhouse.com/cover/9780399564239,BE 2.0 (Beyond Entrepreneurship 2.0),$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,63237290
Adam Davidson,https://www.penguinrandomhouse.com/books/239718/the-passion-economy-by-adam-davidson/,https://images1.penguinrandomhouse.com/cover/9780804172776,The Passion Economy,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,81841406
Seth Godin,https://www.penguinrandomhouse.com/books/292254/purple-cow-new-edition-by-seth-godin/,https://images1.penguinrandomhouse.com/cover/9781591843177,"Purple Cow, New Edition",$23.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,86841461
Seth Godin,https://www.penguinrandomhouse.com/books/292255/free-prize-inside-by-seth-godin/,https://images4.penguinrandomhouse.com/cover/9781591841678,Free Prize Inside,$15.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,26139268
Frederick Kaufman,https://www.penguinrandomhouse.com/books/548412/the-money-plot-by-frederick-kaufman/,https://images3.penguinrandomhouse.com/cover/9781590517185,The Money Plot,$27.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,99157247
Dion Johnson,https://www.penguinrandomhouse.com/books/646076/influential-woman-by-dion-johnson/,https://images2.penguinrandomhouse.com/cover/9781401960438,Influential Woman,$17.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,51025077
John B. Izzo,https://www.penguinrandomhouse.com/books/651867/stepping-up-second-edition-by-john-b-izzo/,https://images4.penguinrandomhouse.com/cover/9781523091454,"Stepping Up, Second Edition",$22.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,5773903
Petros C. Mavroidis,https://www.penguinrandomhouse.com/books/653482/the-regulation-of-international-trade-volume-3-by-petros-c-mavroidis/,https://images3.penguinrandomhouse.com/cover/9780262044554,"The Regulation of International Trade, Volume 3",$120.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,88048604
Nicole Hendizadeh,https://www.penguinrandomhouse.com/books/669100/bake-up-kids-cookbook-by-nicole-hendizadeh/,https://images1.penguinrandomhouse.com/cover/9780593196847,Bake Up! Kids Cookbook,$16.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,71141777
Scott Galloway,https://www.penguinrandomhouse.com/books/670729/post-corona-by-scott-galloway/,https://images1.penguinrandomhouse.com/cover/9780593332214,Post Corona,$25.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,13064712
Brendon Burchard,https://www.penguinrandomhouse.com/books/673232/the-high-performance-journal-by-brendon-burchard/,https://images2.penguinrandomhouse.com/cover/9781401963149,The High Performance Journal,$17.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,58542807
Stuart Russell,https://www.penguinrandomhouse.com/books/566677/human-compatible-by-stuart-russell/,https://images2.penguinrandomhouse.com/cover/9780525558637,Human Compatible,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,33847853
Yancey Strickler,https://www.penguinrandomhouse.com/books/591594/this-could-be-our-future-by-yancey-strickler/,https://images4.penguinrandomhouse.com/cover/9780525560845,This Could Be Our Future,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,1582146
Ray Higdon and Jessica Higdon,https://www.penguinrandomhouse.com/books/652063/time-money-freedom-by-ray-higdon-and-jessica-higdon/,https://images4.penguinrandomhouse.com/cover/9781401960308,"Time, Money, Freedom",$25.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,38541732
David McKnight,https://www.penguinrandomhouse.com/books/653254/tax-free-income-for-life-by-david-mcknight/,https://images3.penguinrandomhouse.com/cover/9780593327753,Tax-Free Income for Life,$20.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,5207840
Stefano Castriota,https://www.penguinrandomhouse.com/books/653362/wine-economics-by-stefano-castriota-foreword-by-orley-ashenfelter-translated-by-judith-turnbull/,https://images4.penguinrandomhouse.com/cover/9780262044677,Wine Economics,$55.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,68833664
Wright Thompson,https://www.penguinrandomhouse.com/books/544605/pappyland-by-wright-thompson/,https://images1.penguinrandomhouse.com/cover/9780735221253,Pappyland,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,73037522
Cal Newport,https://www.penguinrandomhouse.com/books/647239/the-time-block-planner-by-cal-newport/,https://images1.penguinrandomhouse.com/cover/9780593192054,The Time-Block Planner,$25.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,61306545
Pierre-Richard Agenor,https://www.penguinrandomhouse.com/books/653479/monetary-policy-and-macroprudential-regulation-with-financial-frictions-by-pierre-richard-agenor/,https://images1.penguinrandomhouse.com/cover/9780262044226,Monetary Policy and Macroprudential Regulation with Financial Frictions,$150.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,81423933
Joshua Gans,https://www.penguinrandomhouse.com/books/667182/the-pandemic-information-gap-by-joshua-gans/,https://images1.penguinrandomhouse.com/cover/9780262539128,The Pandemic Information Gap,$19.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,73015381
Edmund Morris,https://www.penguinrandomhouse.com/books/216895/edison-by-edmund-morris/,https://images2.penguinrandomhouse.com/cover/9780812983210,Edison,$22.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,24005419
Peter Simon and David Hillson,https://www.penguinrandomhouse.com/books/576103/practical-project-risk-management-third-edition-by-david-hillson-and-peter-simon/,https://images1.penguinrandomhouse.com/cover/9781523089208,"Practical Project Risk Management, Third Edition",$54.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,13714765
Seth Godin,https://www.penguinrandomhouse.com/books/653661/the-practice-by-seth-godin/,https://images3.penguinrandomhouse.com/cover/9780593328972,The Practice,$24.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,57004618
Ilana Griffo,https://www.penguinrandomhouse.com/books/646107/in-your-dreams-by-ilana-griffo/,https://images1.penguinrandomhouse.com/cover/9781950968145,In Your Dreams,$29.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,84370687
Robert Devine and Robert S. Devine,https://www.penguinrandomhouse.com/books/39992/the-sustainable-economy-by-robert-s-devine/,https://images3.penguinrandomhouse.com/cover/9780307277176,The Sustainable Economy,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,62217399
Carlos A. Ball,https://www.penguinrandomhouse.com/books/609115/the-queering-of-corporate-america-by-carlos-a-ball/,https://images1.penguinrandomhouse.com/cover/9780807002575,The Queering of Corporate America,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,44070318
Susanne Althoff,https://www.penguinrandomhouse.com/books/645822/launching-while-female-by-susanne-althoff/,https://images1.penguinrandomhouse.com/cover/9780807042977,Launching While Female,$25.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,75968651
Felix Munoz-Garcia and Ana Espinola-Arredondo,https://www.penguinrandomhouse.com/books/653480/intermediate-microeconomic-theory-by-ana-espinola-arredondo-and-felix-munoz-garcia/,https://images3.penguinrandomhouse.com/cover/9780262044233,Intermediate Microeconomic Theory,$100.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,8190566
"Eric Dunaway, Felix Munoz-Garcia, John C. Strandholm and Ana Espinola-Arredondo",https://www.penguinrandomhouse.com/books/653512/practice-exercises-for-intermediate-microeconomic-theory-by-eric-dunaway-john-c-strandholm-ana-espinola-arredondo-and-felix-munoz-garcia/,https://images3.penguinrandomhouse.com/cover/9780262539852,Practice Exercises for Intermediate Microeconomic Theory,$60.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,74610093
Tiffany Aliche,https://www.penguinrandomhouse.com/books/656292/the-one-week-budget-by-tiffany-aliche/,https://images1.penguinrandomhouse.com/cover/9780593339879,The One Week Budget,Not available,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,87295445
Robert Glazer,https://www.penguinrandomhouse.com/books/671851/elevate-by-robert-glazer/,https://images3.penguinrandomhouse.com/cover/9780593402016,Elevate,Not available,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,94051449
Phil Hansen,https://www.penguinrandomhouse.com/books/554343/creativity-sucks-by-phil-hansen/,https://images3.penguinrandomhouse.com/cover/9780143131526,Creativity Sucks,$16.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,58086583
Andrés T. Tapia and Alina Polonskaia,https://www.penguinrandomhouse.com/books/646302/the-5-disciplines-of-inclusive-leaders-by-andres-t-tapia-and-alina-polonskaia/,https://images2.penguinrandomhouse.com/cover/9781523088201,The 5 Disciplines of Inclusive Leaders,$29.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,26653216
Dr. Benjamin Hardy and Dan Sullivan,https://www.penguinrandomhouse.com/books/652066/who-not-how-by-dan-sullivan-and-dr-benjamin-hardy/,https://images4.penguinrandomhouse.com/cover/9781401960582,Who Not How,$19.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,13601806
"Admiral James Stavridis, USN",https://www.penguinrandomhouse.com/books/580115/sailing-true-north-by-admiral-james-stavridis-usn-ret/,https://images4.penguinrandomhouse.com/cover/9780525559955,Sailing True North,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,5001582
Amanda Russell,https://www.penguinrandomhouse.com/books/610702/the-influencer-code-by-amanda-russell-foreword-by-jesse-itzler/,https://images1.penguinrandomhouse.com/cover/9781578268245,The Influencer Code,$25.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,41595286
Annie Duke,https://www.penguinrandomhouse.com/books/610848/how-to-decide-by-annie-duke/,https://images3.penguinrandomhouse.com/cover/9780593418482,How to Decide,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,57451196
David Wright and Anthony DiComo,https://www.penguinrandomhouse.com/books/622487/the-captain-by-david-wright-and-anthony-dicomo/,https://images2.penguinrandomhouse.com/cover/9781524746056,The Captain,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,46438527
Juan Enriquez,https://www.penguinrandomhouse.com/books/647569/rightwrong-by-juan-enriquez/,https://images3.penguinrandomhouse.com/cover/9780262044424,Right/Wrong,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,10044205
Andrew Cuomo,https://www.penguinrandomhouse.com/books/671431/american-crisis-by-andrew-cuomo/,https://images1.penguinrandomhouse.com/cover/9780593239261,American Crisis,$32.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,70973416
Adam Smith,https://www.penguinrandomhouse.com/books/672380/the-wealth-of-nations-by-adam-smith/,https://images1.penguinrandomhouse.com/cover/9780593310878,The Wealth of Nations,$16.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,3625417
Jill Chang,https://www.penguinrandomhouse.com/books/634021/quiet-is-a-superpower-by-jill-chang/,https://images2.penguinrandomhouse.com/cover/9781523088454,Quiet Is a Superpower,$18.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,92542110
"Todd W. Hall, Todd Henry, Joshua Miller and Rod Penner",https://www.penguinrandomhouse.com/books/646313/the-motivation-code-by-todd-henry-with-rod-penner-todd-w-hall-phd-and-joshua-miller-phd/,https://images4.penguinrandomhouse.com/cover/9780593191651,The Motivation Code,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,22049370
"Alex Salkever, Ismail Amla and Vivek Wadhwa",https://www.penguinrandomhouse.com/books/646544/from-incremental-to-exponential-by-vivek-wadhwa-and-ismail-amla-with-alex-salkever/,https://images3.penguinrandomhouse.com/cover/9781523089567,From Incremental to Exponential,$27.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,53549489
John Hope Bryant,https://www.penguinrandomhouse.com/books/646547/up-from-nothing-by-john-hope-bryant/,https://images1.penguinrandomhouse.com/cover/9781523090358,Up from Nothing,$26.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,33923292
Jay Prag,https://www.penguinrandomhouse.com/books/653463/microeconomic-essentials-by-jay-prag/,https://images3.penguinrandomhouse.com/cover/9780262539272,Microeconomic Essentials,$65.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,2152482
Robert M. Townsend,https://www.penguinrandomhouse.com/books/653523/distributed-ledgers-by-robert-m-townsend/,https://images2.penguinrandomhouse.com/cover/9780262539876,Distributed Ledgers,$35.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,35239208
Jim Camp,https://www.penguinrandomhouse.com/books/23435/start-with-no-by-jim-camp/,https://images3.penguinrandomhouse.com/cover/9780609608005,Start with No,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,73342857
Tyler Maroney,https://www.penguinrandomhouse.com/books/315638/the-modern-detective-by-tyler-maroney/,https://images3.penguinrandomhouse.com/cover/9781594632594,The Modern Detective,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,44283228
Ryan Holiday and Stephen Hanselman,https://www.penguinrandomhouse.com/books/605841/lives-of-the-stoics-by-ryan-holiday-and-stephen-hanselman/,https://images2.penguinrandomhouse.com/cover/9780525541875,Lives of the Stoics,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,72591923
Jennifer Taub,https://www.penguinrandomhouse.com/books/623034/big-dirty-money-by-jennifer-taub/,https://images4.penguinrandomhouse.com/cover/9781984879974,Big Dirty Money,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,95240
Staney DeGraff and Jeff DeGraff,https://www.penguinrandomhouse.com/books/646552/the-creative-mindset-by-jeff-degraff-and-staney-degraff/,https://images1.penguinrandomhouse.com/cover/9781523090150,The Creative Mindset,$19.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,33258233
Joel Bakan,https://www.penguinrandomhouse.com/books/621948/the-new-corporation-by-joel-bakan/,https://images1.penguinrandomhouse.com/cover/9781984899729,The New Corporation,$15.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,48542939
Dan Alexander,https://www.penguinrandomhouse.com/books/623950/white-house-inc-by-dan-alexander/,https://images4.penguinrandomhouse.com/cover/9780593188521,"White House, Inc.",$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,20405689
