author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
Mark Timm and Kevin Harrington,https://www.penguinrandomhouse.com/books/646116/mentor-to-millions-by-kevin-harrington/,https://images1.penguinrandomhouse.com/cover/9781401959104,Mentor to Millions,$19.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,39996254
"Marilyn Gist, PhD",https://www.penguinrandomhouse.com/books/646549/the-extraordinary-power-of-leader-humility-by-marilyn-gist-phd/,https://images2.penguinrandomhouse.com/cover/9781523089666,The Extraordinary Power of Leader Humility,$26.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,53918484
Daniel Yergin,https://www.penguinrandomhouse.com/books/317939/the-new-map-by-daniel-yergin/,https://images3.penguinrandomhouse.com/cover/9781594206436,The New Map,$38.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,65288700
Sinan Aral,https://www.penguinrandomhouse.com/books/570128/the-hype-machine-by-sinan-aral/,https://images1.penguinrandomhouse.com/cover/9780525574514,The Hype Machine,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,57838667
Kelly Notaras,https://www.penguinrandomhouse.com/books/598613/the-book-you-were-born-to-write-by-kelly-notaras/,https://images2.penguinrandomhouse.com/cover/9781401955625,The Book You Were Born to Write,$17.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,35518756
Robert K. Knake and Richard A. Clarke,https://www.penguinrandomhouse.com/books/600219/the-fifth-domain-by-richard-a-clarke-and-robert-k-knake/,https://images3.penguinrandomhouse.com/cover/9780525561989,The Fifth Domain,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,23489696
Kirk Snyder,https://www.penguinrandomhouse.com/books/605875/finding-work-you-love-by-kirk-snyder/,https://images4.penguinrandomhouse.com/cover/9781984856678,Finding Work You Love,$24.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,34920995
"Carter Phipps, Steve Mcintosh and John Mackey",https://www.penguinrandomhouse.com/books/607147/conscious-leadership-by-john-mackey-steve-mcintosh-and-carter-phipps/,https://images3.penguinrandomhouse.com/cover/9780593083628,Conscious Leadership,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,38803392
Shann Nix Jones,https://www.penguinrandomhouse.com/books/623138/how-to-start-a-business-on-your-kitchen-table-by-shann-nix-jones/,https://images1.penguinrandomhouse.com/cover/9781401961176,How to Start a Business on Your Kitchen Table,$17.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,93166114
DK,https://www.penguinrandomhouse.com/books/636337/entrepreneurs-who-changed-history-by-dk/,https://images1.penguinrandomhouse.com/cover/9781465499936,Entrepreneurs Who Changed History,$25.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,37209903
Matthew Yglesias,https://www.penguinrandomhouse.com/books/636499/one-billion-americans-by-matthew-yglesias/,https://images1.penguinrandomhouse.com/cover/9780593190210,One Billion Americans,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,6854202
Kelly Watson and Jodi Detjen,https://www.penguinrandomhouse.com/books/639430/the-next-smart-step-by-kelly-watson-author-jodi-ecker-detjen-author/,https://images1.penguinrandomhouse.com/cover/9781623545383,The Next Smart Step,$24.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,67357412
Robert Hockett and Aaron James,https://www.penguinrandomhouse.com/books/647222/money-from-nothing-by-aaron-james/,https://images4.penguinrandomhouse.com/cover/9781612198569,Money From Nothing,$27.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,13785919
Michael John Gorman,https://www.penguinrandomhouse.com/books/648131/idea-colliders-by-michael-john-gorman/,https://images4.penguinrandomhouse.com/cover/9780262539241,Idea Colliders,$25.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,12084293
Aaron James and Robert Hockett,https://www.penguinrandomhouse.com/books/671500/money-from-nothing-by-robert-hockett-and-aaron-james/,https://images1.penguinrandomhouse.com/cover/9780593400685,Money From Nothing,Not available,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,13785919
Benjamin Lorr,https://www.penguinrandomhouse.com/books/253715/the-secret-life-of-groceries-by-benjamin-lorr/,https://images4.penguinrandomhouse.com/cover/9780553459395,The Secret Life of Groceries,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,22079101
Felix Dennis,https://www.penguinrandomhouse.com/books/302890/how-to-get-rich-by-felix-dennis/,https://images3.penguinrandomhouse.com/cover/9781591842712,How to Get Rich,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,68706909
Dana Thomas,https://www.penguinrandomhouse.com/books/554229/fashionopolis-by-dana-thomas/,https://images1.penguinrandomhouse.com/cover/9780735224032,Fashionopolis,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,71327714
Scott Harrison,https://www.penguinrandomhouse.com/books/562193/thirst-by-scott-harrison-contribution-by-lisa-sweetingham/,https://images4.penguinrandomhouse.com/cover/9781524762865,Thirst,$18.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,28317895
Lee Vinsel and Andrew L. Russell,https://www.penguinrandomhouse.com/books/576816/the-innovation-delusion-by-lee-vinsel-and-andrew-l-russell/,https://images1.penguinrandomhouse.com/cover/9780525575689,The Innovation Delusion,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,54799222
Reed Hastings and Erin Meyer,https://www.penguinrandomhouse.com/books/606529/no-rules-rules-by-reed-hastings-and-erin-meyer/,https://images3.penguinrandomhouse.com/cover/9781984877864,No Rules Rules,$30.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,45269573
John Roa,https://www.penguinrandomhouse.com/books/635132/a-practical-way-to-get-rich----and-die-trying-by-john-roa/,https://images1.penguinrandomhouse.com/cover/9781984881229,A Practical Way to Get Rich . . . and Die Trying,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,90809742
Chip R. Bell,https://www.penguinrandomhouse.com/books/646546/inside-your-customers-imagination-by-chip-r-bell/,https://images2.penguinrandomhouse.com/cover/9781523090204,Inside Your Customer's Imagination,$27.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,14527066
Oded Koenigsberg and Marco Bertini,https://www.penguinrandomhouse.com/books/647565/the-ends-game-by-marco-bertini-and-oded-koenigsberg/,https://images1.penguinrandomhouse.com/cover/9780262044349,The Ends Game,$19.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,20661987
Josh Kaufman,https://www.penguinrandomhouse.com/books/306478/the-personal-mba-10th-anniversary-edition-by-josh-kaufman/,https://images1.penguinrandomhouse.com/cover/9780525543022,The Personal MBA 10th Anniversary Edition,$19.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,96977839
Lee Hartley Carter,https://www.penguinrandomhouse.com/books/576098/persuasion-by-lee-hartley-carter/,https://images4.penguinrandomhouse.com/cover/9780143133483,Persuasion,$16.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,53818800
Edward D. Hess,https://www.penguinrandomhouse.com/books/646543/hyper-learning-by-edward-d-hess/,https://images4.penguinrandomhouse.com/cover/9781523089246,Hyper-Learning,$29.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,54209901
The Arbinger Institute,https://www.penguinrandomhouse.com/books/646550/the-anatomy-of-peace-by-the-arbinger-institute/,https://images4.penguinrandomhouse.com/cover/9781523089826,The Anatomy of Peace,$18.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,87462621
Elspeth Kirkman and Michael Hallsworth,https://www.penguinrandomhouse.com/books/647522/behavioral-insights-by-michael-hallsworth-and-elspeth-kirkman/,https://images2.penguinrandomhouse.com/cover/9780262539401,Behavioral Insights,$15.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,61765126
Cass R. Sunstein,https://www.penguinrandomhouse.com/books/647557/too-much-information-by-cass-r-sunstein/,https://images4.penguinrandomhouse.com/cover/9780262044165,Too Much Information,$27.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,75344880
Aleksander Berentsen and Fabian Schar,https://www.penguinrandomhouse.com/books/653488/bitcoin-blockchain-and-cryptoassets-by-fabian-schar-and-aleksander-berentsen/,https://images4.penguinrandomhouse.com/cover/9780262539166,"Bitcoin, Blockchain, and Cryptoassets",$50.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,2952722
Robert Glazer,https://www.penguinrandomhouse.com/books/670198/friday-forward-by-robert-glazer/,https://images3.penguinrandomhouse.com/cover/9780593396261,Friday Forward,Not available,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,99039904
Bina Venkataraman,https://www.penguinrandomhouse.com/books/558006/the-optimists-telescope-by-bina-venkataraman/,https://images3.penguinrandomhouse.com/cover/9780735219489,The Optimist's Telescope,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,90002067
Ernest Davis and Gary Marcus,https://www.penguinrandomhouse.com/books/603982/rebooting-ai-by-gary-marcus-and-ernest-davis/,https://images4.penguinrandomhouse.com/cover/9780525566045,Rebooting AI,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,79170283
Sandra F. Rowe,https://www.penguinrandomhouse.com/books/608977/project-management-for-small-projects-third-edition-by-sandra-f-rowe/,https://images3.penguinrandomhouse.com/cover/9781523097685,"Project Management for Small Projects, Third Edition",$38.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,76442416
Sarah Frey,https://www.penguinrandomhouse.com/books/610559/the-growing-season-by-sarah-frey/,https://images4.penguinrandomhouse.com/cover/9780593129395,The Growing Season,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,71444
Thom Hartmann,https://www.penguinrandomhouse.com/books/646548/the-hidden-history-of-monopolies-by-thom-hartmann/,https://images2.penguinrandomhouse.com/cover/9781523087730,The Hidden History of Monopolies,$16.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,19548555
Patrick Henry Winston,https://www.penguinrandomhouse.com/books/648135/make-it-clear-by-patrick-henry-winston/,https://images1.penguinrandomhouse.com/cover/9780262539388,Make It Clear,$34.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,67615515
Lena Partzsch,https://www.penguinrandomhouse.com/books/653513/alternatives-to-multilateralism-by-lena-partzsch/,https://images1.penguinrandomhouse.com/cover/9780262539227,Alternatives to Multilateralism,$34.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,27612237
Thomas Levenson,https://www.penguinrandomhouse.com/books/251546/money-for-nothing-by-thomas-levenson/,https://images3.penguinrandomhouse.com/cover/9780812998467,Money for Nothing,$30.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,50355086
Sanjay Sarma and Luke Yoquinto,https://www.penguinrandomhouse.com/books/546526/grasp-by-sanjay-sarma-with-luke-yoquinto/,https://images1.penguinrandomhouse.com/cover/9780385541824,Grasp,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,27603033
Jeff Rubin,https://www.penguinrandomhouse.com/books/617504/the-expendables-by-jeff-rubin/,https://images1.penguinrandomhouse.com/cover/9780735279391,The Expendables,$24.50,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,71185873
Trey Gowdy,https://www.penguinrandomhouse.com/books/634593/doesnt-hurt-to-ask-by-trey-gowdy/,https://images1.penguinrandomhouse.com/cover/9780593138915,Doesn't Hurt to Ask,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,52066060
John Bowe,https://www.penguinrandomhouse.com/books/16569/i-have-something-to-say-by-john-bowe/,https://images1.penguinrandomhouse.com/cover/9781400062102,I Have Something to Say,$27.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,12807169
Kurt Andersen,https://www.penguinrandomhouse.com/books/594493/evil-geniuses-by-kurt-andersen/,https://images1.penguinrandomhouse.com/cover/9781984801340,Evil Geniuses,$30.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,55822935
Heather Cabot,https://www.penguinrandomhouse.com/books/607962/the-new-chardonnay-by-heather-cabot/,https://images4.penguinrandomhouse.com/cover/9781984826244,The New Chardonnay,$28.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,10265482
Mike Michalowicz,https://www.penguinrandomhouse.com/books/309993/the-pumpkin-plan-by-mike-michalowicz/,https://images4.penguinrandomhouse.com/cover/9781591844884,The Pumpkin Plan,$26.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,8853806
Edward Posnett,https://www.penguinrandomhouse.com/books/535438/strange-harvests-by-edward-posnett/,https://images2.penguinrandomhouse.com/cover/9780399562808,Strange Harvests,$17.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,48998218
"Nate Regier, Ph.D.",https://www.penguinrandomhouse.com/books/608974/seeing-people-through-by-nate-regier/,https://images3.penguinrandomhouse.com/cover/9781523086566,Seeing People Through,$32.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,28914441
The Princeton Review,https://www.penguinrandomhouse.com/books/622463/princeton-review-ap-economics-micro-and-macro-prep-2021-by-the-princeton-review/,https://images4.penguinrandomhouse.com/cover/9780525569503,"Princeton Review AP Economics Micro & Macro Prep, 2021",$18.99,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,23157168
Eileen McDargh,https://www.penguinrandomhouse.com/books/635117/burnout-to-breakthrough-by-eileen-mcdargh/,https://images1.penguinrandomhouse.com/cover/9781523089468,Burnout to Breakthrough,$17.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,30416204
Blair H. Sheppard,https://www.penguinrandomhouse.com/books/636245/ten-years-to-midnight-by-blair-sheppard-with-ceri-ann-droog-alexis-jenkins-thomas-minet-daria-zarubina-and-susannah-anfield/,https://images2.penguinrandomhouse.com/cover/9781523088744,Ten Years to Midnight,$26.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,20069690
"John C. Coffee, Jr.",https://www.penguinrandomhouse.com/books/651866/corporate-crime-and-punishment-by-john-c-coffee/,https://images1.penguinrandomhouse.com/cover/9781523088850,Corporate Crime and Punishment,$34.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,65430231
Guhan Subramanian,https://www.penguinrandomhouse.com/books/667024/dealmaking-by-guhan-subramanian/,https://images2.penguinrandomhouse.com/cover/9780593343029,Dealmaking,Not available,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,3868989
Matt Sheehan,https://www.penguinrandomhouse.com/books/675464/the-transpacific-experiment-by-matt-sheehan/,https://images3.penguinrandomhouse.com/cover/9781640094208,The Transpacific Experiment,$16.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,16849231
Susan Packard,https://www.penguinrandomhouse.com/books/565693/fully-human-by-susan-packard/,https://images4.penguinrandomhouse.com/cover/9780593192320,Fully Human,$16.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,24548380
Mary-Frances Winters,https://www.penguinrandomhouse.com/books/623842/inclusive-conversations-by-mary-frances-winters/,https://images3.penguinrandomhouse.com/cover/9781523088805,Inclusive Conversations,$19.95,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,86068956
"Michel Wahome, Nicolas Friederici and Mark Graham",https://www.penguinrandomhouse.com/books/653459/digital-entrepreneurship-in-africa-by-nicolas-friederici-michel-wahome-and-mark-graham/,https://images4.penguinrandomhouse.com/cover/9780262538183,Digital Entrepreneurship in Africa,$40.00,https://www.penguinrandomhouse.com/,2021-01-15,penguinrandomhouse,65722968
